,NPGA/90,G/90,G,G+A/90,Pens,player,NPG/90,minutes,A,season,NPG,NPGA
32926,0,0,0,0,0,Stuart Nethercott,0,930,0,1995-1996,0,0
32927,0.14,0,0,0.14,0,Gary Neville,0,2619,4,1995-1996,0,4
32928,0.05,0,0,0.05,0,Phil Neville,0,1814,1,1995-1996,0,1
32929,0.42,0.13,3,0.42,0,Mike Newell,0.13,2118,7,1995-1996,3,10
32930,0.12,0.12,1,0.12,0,Jon Newsome,0.12,720,0,1995-1996,1,1
32931,0.05,0.05,1,0.05,0,Eddie Newton,0.05,1826,0,1995-1996,1,1
32932,0,0,0,0,0,Steve Nicol,0,1659,0,1995-1996,0,0
32933,0.15,0,0,0.15,0,Ian Nolan,0,2475,4,1995-1996,0,4
32934,0,0,0,0,0,Jon O'Connor,0,272,0,1995-1996,0,0
32935,0,0,0,0,0,Keith O'Halloran,0,218,0,1995-1996,0,0
32936,0,0,0,0,0,Matt Oakley,0,447,0,1995-1996,0,0
32937,0,0,0,0,0,Steve Ogrizovic,0,2250,0,1995-1996,0,0
32938,0.32,0.16,1,0.32,0,Simon Osborn,0.16,559,1,1995-1996,1,2
32939,0.09,0.09,1,0.09,0,Mixu Paatelainen,0.09,1044,0,1995-1996,1,1
32940,0.1,0.05,1,0.1,0,Gary Pallister,0.05,1858,1,1995-1996,1,2
32941,0.09,0.06,2,0.09,0,Carlton Palmer,0.06,3121,1,1995-1996,2,3
32942,0,0,0,0,0,Paul Parker,0,469,0,1995-1996,0,0
32943,0.15,0.11,3,0.15,0,Joe Parkinson,0.11,2385,1,1995-1996,3,4
32944,0.05,0,0,0.05,0,Ray Parlour,0,1715,1,1995-1996,0,1
32945,0.18,0.09,1,0.27,1,Mark Patterson,0,987,2,1995-1996,0,2
32946,0.48,0.11,2,0.48,0,Juninho Paulista,0.11,1673,7,1995-1996,2,9
32947,0.03,0,0,0.03,0,Darren Peacock,0,2979,1,1995-1996,0,1
32948,0.38,0.27,5,0.38,0,Gavin Peacock,0.27,1674,2,1995-1996,5,7
32949,0,0,0,0,0,Andy Pearce,0,874,0,1995-1996,0,0
32950,0.26,0.09,1,0.26,0,Ian Pearce,0.09,1052,2,1995-1996,1,3
32951,0.1,0.1,3,0.16,2,Stuart Pearce,0.03,2790,2,1995-1996,1,3
32952,0,0,0,0,0,Nigel Pearson,0,3138,0,1995-1996,0,0
32953,0,0,0,0,0,John Pemberton,0,1310,0,1995-1996,0,0
32954,0.13,0.09,2,0.13,0,Mark Pembridge,0.09,2050,1,1995-1996,2,3
32955,0,0,0,0,0,Gary Penrice,0,49,0,1995-1996,0,0
32956,0.03,0,0,0.03,0,Chris Perry,0,3173,1,1995-1996,0,1
32957,0.3,0.07,2,0.3,0,Dan Petrescu,0.07,2681,7,1995-1996,2,9
32958,0.05,0,0,0.05,0,Terry Phelan,0,1841,1,1995-1996,0,1
32959,0.07,0,0,0.07,0,David Phillips,0,1357,1,1995-1996,0,1
32960,0.03,0,0,0.03,0,Jimmy Phillips,0,3122,1,1995-1996,0,1
32961,0.24,0,0,0.24,0,Martin Phillips,0,373,1,1995-1996,0,1
32962,0.04,0,0,0.04,0,Ally Pickering,0,2442,1,1995-1996,0,1
32963,0,0,0,0,0,Kevin Pilkington,0,245,0,1995-1996,0,0
32964,0.33,0.22,6,0.33,0,David Platt,0.22,2488,3,1995-1996,6,9
32965,0,0,0,0,0,Mark Platts,0,24,0,1995-1996,0,0
32966,0.07,0.03,1,0.07,0,Jamie Pollock,0.03,2635,1,1995-1996,1,2
32967,0,0,0,0,0,Steve Potts,0,3007,0,1995-1996,0,0
32968,0,0,0,0,0,Kevin Pressman,0,2688,0,1995-1996,0,0
32969,0.5,0,0,0.5,0,William Prunier,0,180,1,1995-1996,0,1
32970,,0,0,0.1,,Nigel Quashie,,913,1,1995-1996,0,1
32971,0.57,0.33,8,0.57,0,Niall Quinn,0.33,2215,6,1995-1996,8,14
32972,0,0,0,0,0,Lucas Radebe,0,930,0,1995-1996,0,0
32973,0.12,0.06,1,0.12,0,Karl Ready,0.06,1489,1,1995-1996,1,2
32974,,0.15,3,0.41,,Jamie Redknapp,,1744,5,1995-1996,3,8
32975,0.05,0.05,1,0.05,0,Alan Reeves,0.05,1984,0,1995-1996,1,1
32976,0.23,0.23,2,0.23,0,David Rennie,0.23,768,0,1995-1996,2,2
32977,0.21,0,0,0.21,0,Kevin Richardson,0,2952,7,1995-1996,0,7
32978,0.52,0.31,6,0.52,0,Paul Rideout,0.31,1747,4,1995-1996,6,10
32979,0.08,0.06,2,0.08,0,Marc Rieper,0.06,3195,1,1995-1996,2,3
32980,0.36,0,0,0.36,0,Stuart Ripley,0,2224,9,1995-1996,0,9
32981,0,0,0,0,0,Tony Roberts,0,450,0,1995-1996,0,0
32982,0,0,0,0,0,Matthew Robinson,0,167,0,1995-1996,0,0
32983,0,0,0,0,0,Bryan Robson,0,154,0,1995-1996,0,0
32984,0,0,0,0,0,Matthew Rose,0,204,0,1995-1996,0,0
32985,0.11,0.04,1,0.11,0,Ronny Rosenthal,0.04,2368,2,1995-1996,1,3
32986,0.3,0.27,9,0.33,1,Uwe Rösler,0.24,3013,2,1995-1996,8,10
32987,0.05,0,0,0.05,0,Keith Rowland,0,1702,1,1995-1996,0,1
32988,0.46,0.33,8,0.5,1,Bryan Roy,0.29,2158,4,1995-1996,7,11
32989,0.27,0.27,5,0.27,0,Neil Ruddock,0.27,1681,0,1995-1996,5,5
32990,0.63,0.45,5,0.63,0,Ian Rush,0.45,993,2,1995-1996,5,7
32991,0.29,0.09,3,0.32,1,John Salako,0.06,3072,8,1995-1996,2,10
32992,0.3,0.3,1,0.3,0,Vinny Samways,0.3,299,0,1995-1996,1,1
32993,0.04,0,0,0.04,0,John Scales,0,2404,1,1995-1996,0,1
32994,0,0,0,0,0,Peter Schmeichel,0,3175,0,1995-1996,0,0
32995,0.81,0.62,10,0.81,0,Paul Scholes,0.62,1440,3,1995-1996,10,13
32996,0,0,0,0,0,Riccardo Scimeca,0,765,0,1995-1996,0,0
32997,1.15,0,0,1.15,0,Kevin Scott,0,78,1,1995-1996,0,1
32998,0,0,0,0,0,Les Sealey,0,90,0,1995-1996,0,0
32999,0,0,0,0,0,David Seaman,0,3420,0,1995-1996,0,0
33000,0,0,0,0,0,Hans Segers,0,312,0,1995-1996,0,0
33001,0.88,0.33,3,0.88,0,Scott Sellars,0.33,821,5,1995-1996,3,8
33002,0.26,0.17,4,0.26,0,Lee Sharpe,0.17,2066,2,1995-1996,4,6
33003,0,0,0,0,0,Paul Shaw,0,37,0,1995-1996,0,0
33004,0,0,0,0,0,Richard Shaw,0,1889,0,1995-1996,0,0
33005,1,0.89,31,1.09,3,Alan Shearer,0.8,3150,7,1995-1996,28,35
33006,0.16,0,0,0.16,0,John Sheridan,0,1118,2,1995-1996,0,2
33007,0.63,0.42,16,0.69,2,Teddy Sheringham,0.37,3416,10,1995-1996,14,24
33008,0.18,0.12,4,0.18,0,Tim Sherwood,0.12,2929,2,1995-1996,4,6
33009,0.27,0.22,8,0.27,0,Neil Shipperley,0.22,3276,2,1995-1996,8,10
33010,0.09,0.09,2,0.09,0,Craig Short,0.09,1994,0,1995-1996,2,2
33011,0,0,0,0,0,Andrea Silenzi,0,429,0,1995-1996,0,0
33012,0.08,0.08,1,0.08,0,Frank Sinclair,0.08,1115,0,1995-1996,1,1
33013,0.27,0.05,2,0.27,0,Trevor Sinclair,0.05,3292,8,1995-1996,2,10
33014,0.12,0,0,0.12,0,Andy Sinton,0,1452,2,1995-1996,0,2
33015,0,0,0,0,0,Steve Slade,0,114,0,1995-1996,0,0
33016,0.25,0.13,2,0.25,0,Robbie Slater,0.13,1435,2,1995-1996,2,4
33017,0.13,0.07,1,0.13,0,Richard Sneekes,0.07,1362,1,1995-1996,1,2
33018,0,0,0,0,0,Juergen Sommer,0,2970,0,1995-1996,0,0
33019,0,0,0,0,0,Neville Southall,0,3420,0,1995-1996,0,0
33020,0.07,0.03,1,0.07,0,Gareth Southgate,0.03,2755,1,1995-1996,1,2
33021,0,0,0,0,0,Nigel Spackman,0,1164,0,1995-1996,0,0
33022,0.15,0.08,2,0.15,0,Gary Speed,0.08,2333,2,1995-1996,2,4
33023,0.67,0.58,13,0.67,0,John Spencer,0.58,2008,2,1995-1996,13,15
33024,0,0,0,0,0,Nigel Spink,0,34,0,1995-1996,0,0
33025,0,0,0,0,0,Pavel Srníček,0,1250,0,1995-1996,0,0
33026,0.29,0.2,2,0.29,0,Phil Stamp,0.2,920,1,1995-1996,2,3
33027,0.11,0,0,0.11,0,Steve Staunton,0,857,1,1995-1996,0,1
33028,0,0,0,0,0,Dejan Stefanović,0,446,0,1995-1996,0,0
33029,0,0,0,0,0,Mark Stein,0,584,0,1995-1996,0,0
33030,0.41,0.21,7,0.41,0,Steve Stone,0.21,3041,7,1995-1996,7,14
33031,0.36,0,0,0.36,0,Gordon Strachan,0,495,2,1995-1996,0,2
33032,0.43,0.33,9,0.43,0,Graham Stuart,0.33,2488,3,1995-1996,9,12
33033,0.25,0.17,4,0.25,0,Alan Stubbs,0.17,2180,2,1995-1996,4,6
33034,0,0,0,0,0,Neil Sullivan,0,1398,0,1995-1996,0,0
33035,0.09,0.03,1,0.09,0,Nicky Summerbee,0.03,2997,2,1995-1996,1,3
33036,0.44,0,0,0.44,0,Chris Sutton,0,819,4,1995-1996,0,4
33037,0.08,0.05,2,0.08,0,Kit Symons,0.05,3420,1,1995-1996,2,3
33038,0.09,0.09,1,0.09,0,Gerry Taggart,0.09,953,0,1995-1996,1,1
33039,0,0,0,0,0,Steve Talboys,0,354,0,1995-1996,0,0
33040,0.25,0.13,3,0.25,0,Ian Taylor,0.13,2142,3,1995-1996,3,6
33041,0.14,0.03,1,0.14,0,Paul Telfer,0.03,2657,3,1995-1996,1,4
33042,0.05,0.05,1,0.05,0,Michael Thomas,0.05,1748,0,1995-1996,1,1
33043,0.13,0.04,1,0.17,1,Alan Thompson,0,2087,3,1995-1996,0,3
33044,0.24,0,0,0.24,0,Andy Thorn,0,1141,3,1995-1996,0,3
33045,0.18,0,0,0.18,0,Mark Tinkler,0,504,1,1995-1996,0,1
33046,0.17,0.17,1,0.17,0,Paul Tisdale,0.17,541,0,1995-1996,1,1
33047,0.25,0.25,2,0.25,0,Andy Todd,0.25,730,0,1995-1996,2,2
33048,0.25,0.06,2,0.25,0,Andy Townsend,0.06,2836,6,1995-1996,2,8
33049,0,0,0,0,0,Simon Tracey,0,90,0,1995-1996,0,0
33050,0.04,0.07,2,0.11,2,David Unsworth,0,2547,1,1995-1996,0,1
33051,0,0,0,0,0,Barry Venison,0,1882,0,1995-1996,0,0
33052,0.09,0.03,1,0.09,0,Steve Vickers,0.03,2880,2,1995-1996,1,3
33053,0.37,0.08,2,0.37,0,Chris Waddle,0.08,2199,7,1995-1996,2,9
33054,0.06,0,0,0.06,0,Des Walker,0,3223,2,1995-1996,0,2
33055,0,0,0,0,0,Ian Walker,0,3420,0,1995-1996,0,0
33056,0.22,0.07,1,0.22,0,Rod Wallace,0.07,1238,2,1995-1996,1,3
33057,0,0,0,0,0,Gary Walsh,0,2790,0,1995-1996,0,0
33058,0,0,0,0,0,Paul Walsh,0,244,0,1995-1996,0,0
33059,0.25,0,0,0.25,0,Mark Walters,0,354,1,1995-1996,0,1
33060,0,0,0,0,0,Gavin Ward,0,450,0,1995-1996,0,0
33061,0.26,0,0,0.26,0,Paul Warhurst,0,346,1,1995-1996,0,1
33062,0,0,0,0,0,Christer Warren,0,268,0,1995-1996,0,0
33063,0.06,0.03,1,0.06,0,Dave Watson,0.03,2987,1,1995-1996,1,2
33064,0.28,0.17,3,0.28,0,Gordon Watson,0.17,1589,2,1995-1996,3,5
33065,0.18,0.18,3,0.18,0,Steve Watson,0.18,1520,0,1995-1996,3,3
33066,0.11,0.11,1,0.11,0,Julian Watts,0.11,795,0,1995-1996,1,1
33067,0.15,0.09,3,0.15,0,David Wetherall,0.09,2970,2,1995-1996,3,5
33068,0.51,0.34,8,0.51,0,Noel Whelan,0.34,2131,4,1995-1996,8,12
33069,0.1,0.1,1,0.1,0,Phil Whelan,0.1,888,0,1995-1996,1,1
33070,0,0,0,0,0,Adrian Whitbread,0,7,0,1995-1996,0,0
33071,0.43,0.43,1,0.43,0,David White,0.43,210,0,1995-1996,1,1
33072,0.41,0.22,6,0.41,0,Guy Whittingham,0.22,2413,5,1995-1996,6,11
33073,0,0,0,0,0,Chris Whyte,0,90,0,1995-1996,0,0
33074,0.04,0,0,0.04,0,Derek Whyte,0,2091,1,1995-1996,0,1
33075,0.1,0.1,2,0.1,0,Tommy Widdrington,0.1,1743,0,1995-1996,2,2
33076,0.54,0.32,3,0.54,0,Jason Wilcox,0.32,837,2,1995-1996,3,5
33077,0.1,0,0,0.1,0,Ray Wilkins,0,947,1,1995-1996,0,1
33078,0.43,0,0,0.43,0,Paul Wilkinson,0,210,1,1995-1996,0,1
33079,0,0,0,0,0,Mike Williams,0,258,0,1995-1996,0,0
33080,0.1,0.1,3,0.1,0,Paul Williams,0.1,2751,0,1995-1996,3,3
33081,0.29,0.15,4,0.29,0,Danny Williamson,0.15,2477,4,1995-1996,4,8
33082,0.14,0,0,0.14,0,Clive Wilson,0,2520,4,1995-1996,0,4
33083,0.08,0.06,2,0.08,0,Nigel Winterburn,0.06,3238,1,1995-1996,2,3
33084,0.24,0.21,7,0.3,2,Dennis Wise,0.15,2994,3,1995-1996,5,8
33085,0.49,0.24,8,0.49,0,Ian Woan,0.24,2956,8,1995-1996,8,16
33086,0,0,0,0,0,Chris Woods,0,720,0,1995-1996,0,0
33087,0,0,0,0,0,Nigel Worthington,0,1187,0,1995-1996,0,0
33088,0.11,0.06,2,0.11,0,Alan Wright,0.06,3155,2,1995-1996,2,4
33089,0.53,0.49,15,0.63,3,Ian Wright,0.4,2734,4,1995-1996,12,16
33090,0.11,0.07,2,0.11,0,Mark Wright,0.07,2416,1,1995-1996,2,3
33091,0,0,0,0,0,Steve Yates,0,2607,0,1995-1996,0,0
33092,0.57,0.57,12,0.57,0,Tony Yeboah,0.57,1880,0,1995-1996,12,12
33093,0.63,0.51,17,0.69,2,Dwight Yorke,0.45,3002,6,1995-1996,15,21
33094,0,0,0,0,0,Ned Zelić,0,300,0,1995-1996,0,0
33095,0.08,0.08,1,0.08,0,Andrew Lee,0.08,1141,0,1995-1996,1,1
33096,0.76,0.51,2,0.76,0,Stephen Howe,0.51,356,1,1995-1996,2,3
33097,0.16,0.12,3,0.16,0,Tony Adams,0.12,2254,1,1996-1997,3,4
33098,0.42,0.42,1,0.42,0,Jan Åge Fjørtoft,0.42,214,0,1996-1997,1,1
33099,0.19,0.19,2,0.28,1,Steve Agnew,0.09,960,1,1996-1997,1,2
33100,0.26,0.07,2,0.26,0,Philippe Albert,0.07,2407,5,1996-1997,2,7
33101,0.12,0,0,0.12,0,Chris Allen,0,1480,2,1996-1997,0,2
33102,0.21,0.21,2,0.21,0,Rory Allen,0.21,861,0,1996-1997,2,2
33103,0.45,0.22,3,0.45,0,Darren Anderton,0.22,1206,3,1996-1997,3,6
33104,0.46,0.06,2,0.46,0,Neal Ardley,0.06,2907,13,1996-1997,2,15
33105,0.46,0.46,5,0.55,1,Chris Armstrong,0.37,974,1,1996-1997,4,5
33106,0.25,0.18,6,0.34,3,Aljoša Asanović,0.09,2928,5,1996-1997,3,8
33107,0.73,0.24,4,0.73,0,Faustino Asprilla,0.24,1477,8,1996-1997,4,12
33108,0.08,0.05,2,0.08,0,Peter Atherton,0.05,3314,1,1996-1997,2,3
33109,0,0,0,0,0,Dean Austin,0,1219,0,1996-1997,0,0
33110,0,0,0,0,0,Espen Baardsen,0,180,0,1996-1997,0,0
33111,0.15,0.05,1,0.15,0,Phil Babb,0.05,1860,2,1996-1997,1,3
33112,0.13,0.1,3,0.13,0,Kevin Ball,0.1,2790,1,1996-1997,3,4
33113,0,0,0,0,0,Michael Ball,0,200,0,1996-1997,0,0
33114,0.41,0.16,5,0.41,0,Nick Barmby,0.16,2874,8,1996-1997,5,13
33115,0.21,0.12,4,0.21,0,John Barnes,0.12,3068,3,1996-1997,4,7
33116,0,0,0,0,0,Earl Barrett,0,3240,0,1996-1997,0,0
33117,0.13,0.07,1,0.13,0,Chris Bart-Williams,0.07,1357,1,1996-1997,1,2
33118,0.07,0.07,1,0.07,0,Warren Barton,0.07,1272,0,1996-1997,1,1
33119,0,0,0,0,0,Steve Basham,0,175,0,1996-1997,0,0
33120,0.06,0.03,1,0.06,0,David Batty,0.03,2822,1,1996-1997,1,2
33121,0.33,0.23,5,0.42,2,Peter Beardsley,0.14,1938,4,1996-1997,3,7
33122,0,0,0,0,0,Dave Beasant,0,1244,0,1996-1997,0,0
33123,0.41,0.23,5,0.41,0,Mikkel Beck,0.23,1992,4,1996-1997,5,9
33124,0.45,0.24,8,0.45,0,David Beckham,0.24,2986,7,1996-1997,8,15
33125,0,0,0,0,0,Mark Beeney,0,90,0,1996-1997,0,0
33126,0,0,0,0,0,Francis Benali,0,1317,0,1996-1997,0,0
33127,0.14,0.06,2,0.14,0,Henning Berg,0.06,3240,3,1996-1997,2,5
33128,0.62,0.41,6,0.62,0,Patrik Berger,0.41,1317,3,1996-1997,6,9
33129,0.57,0.45,12,0.68,3,Dennis Bergkamp,0.34,2379,6,1996-1997,9,15
33130,0.46,0.17,4,0.46,0,Eyal Berkovic,0.17,2156,7,1996-1997,4,11
33131,0.09,0.06,2,0.09,0,Slaven Bilić,0.06,3114,1,1996-1997,2,3
33132,0.04,0.04,1,0.04,0,Ian Bishop,0.04,2221,0,1996-1997,1,1
33133,0.14,0.14,2,0.14,0,Clayton Blackmore,0.14,1257,0,1996-1997,2,2
33134,0,0,0,0,0,Dean Blackwell,0,2075,0,1996-1997,0,0
33135,0,0,0,0,0,Steve Blatherwick,0,533,0,1996-1997,0,0
33136,0.17,0.06,1,0.17,0,Regi Blinker,0.06,1596,2,1996-1997,1,3
33137,0.16,0.1,2,0.16,0,Lars Bohinen,0.1,1719,1,1996-1997,2,3
33138,0.32,0.32,10,0.32,0,Andy Booth,0.32,2799,0,1996-1997,10,10
33139,0,0,0,0,0,Brian Borrows,0,1348,0,1996-1997,0,0
33140,0,0,0,0,0,Mark Bosnich,0,1350,0,1996-1997,0,0
33141,0.03,0,0,0.03,0,Steve Bould,0,2908,1,1996-1997,0,1
33142,0.07,0.07,1,0.07,0,Mark Bowen,0.07,1266,0,1996-1997,1,1
33143,0.19,0.13,4,0.19,0,Lee Bowyer,0.13,2785,2,1996-1997,4,6
33144,0.08,0,0,0.08,0,Paul Bracewell,0,3325,3,1996-1997,0,3
33145,0.27,0.2,3,0.27,0,Michael Branch,0.2,1330,1,1996-1997,3,4
33146,0,0,0,0,0,Tim Breacker,0,1906,0,1996-1997,0,0
33147,0,0,0,0,0,Gary Breen,0,775,0,1996-1997,0,0
33148,0.25,0.25,3,0.25,0,Michael Bridges,0.25,1089,0,1996-1997,3,3
33149,0,0,0,0,0,Lee Briscoe,0,427,0,1996-1997,0,0
33150,0.15,0.08,2,0.15,0,Craig Burley,0.08,2329,2,1996-1997,2,4
33151,0,0,0,0,0,David Burrows,0,1488,0,1996-1997,0,0
33152,0.32,0.23,5,0.32,0,Nicky Butt,0.23,1940,2,1996-1997,5,7
33153,0,0,0,0,0,Colin Calderwood,0,2981,0,1996-1997,0,0
33154,0.38,0.38,6,0.38,0,Kevin Campbell,0.38,1403,0,1996-1997,6,6
33155,0.08,0,0,0.08,0,Sol Campbell,0,3403,3,1996-1997,0,3
33156,0,0,0,0,0,Stuart Campbell,0,469,0,1996-1997,0,0
33157,0.5,0.28,10,0.61,4,Eric Cantona,0.17,3228,12,1996-1997,6,18
33158,0,0,0,0,0,Matt Carbon,0,564,0,1996-1997,0,0
33159,0.42,0.25,6,0.47,1,Benito Carbone,0.21,2129,5,1996-1997,5,10
33160,0.17,0,0,0.17,0,Stephen Carr,0,2148,4,1996-1997,0,4
33161,0,0,0,0,0,Lee Carsley,0,1526,0,1996-1997,0,0
33162,0.22,0.22,1,0.22,0,Stewart Castledine,0.22,409,0,1996-1997,1,1
33163,0.05,0,0,0.05,0,Simon Charlton,0,1994,1,1996-1997,0,1
33164,0.06,0,0,0.06,0,Steve Chettle,0,2835,2,1996-1997,0,2
33165,0.5,0.43,12,0.54,1,Steve Claridge,0.39,2523,3,1996-1997,11,14
33166,0.16,0.16,2,0.16,0,Lee Clark,0.16,1136,0,1996-1997,2,2
33167,0.23,0.23,1,0.23,0,Andy Clarke,0.23,396,0,1996-1997,1,1
33168,0.07,0,0,0.07,0,Steve Clarke,0,2758,2,1996-1997,0,2
33169,0.1,0.1,1,0.1,0,Nigel Clough,0.1,908,0,1996-1997,1,1
33170,0.95,0.61,7,0.95,0,Andy Cole,0.61,1041,4,1996-1997,7,11
33171,0,0,0,0,0,Chris Coleman,0,703,0,1996-1997,0,0
33172,0,0,0,0,0,Nick Colgan,0,90,0,1996-1997,0,0
33173,0.11,0.11,1,0.11,0,Wayne Collins,0.11,791,0,1996-1997,1,1
33174,0.65,0.49,12,0.65,0,Stan Collymore,0.49,2201,4,1996-1997,12,16
33175,0.2,0.06,2,0.2,0,Colin Cooper,0.06,3173,5,1996-1997,2,7
33176,0,0,0,0,0,Tony Coton,0,900,0,1996-1997,0,0
33177,0.16,0.16,1,0.16,0,Andy Couzens,0.16,546,0,1996-1997,1,1
33178,0.07,0,0,0.07,0,Neil Cox,0,2650,2,1996-1997,0,2
33179,0,0,0,0,0,Gary Croft,0,367,0,1996-1997,0,0
33180,0,0,0,0,0,Mark Crossley,0,2970,0,1996-1997,0,0
33181,0.36,0.27,3,0.36,0,Jordi Cruyff,0.27,1008,1,1996-1997,3,4
33182,0,0,0,0,0,Kenny Cunningham,0,3147,0,1996-1997,0,0
33183,0.06,0,0,0.06,0,Saša Ćurčić,0,1435,1,1996-1997,0,1
33184,0.13,0.1,3,0.13,0,Christian Dailly,0.1,2747,1,1996-1997,3,4
33185,0.05,0.05,1,0.05,0,Liam Daish,0.05,1695,0,1996-1997,1,1
33186,0.41,0.19,5,0.41,0,Brian Deane,0.19,2421,6,1996-1997,5,11
33187,0,0,0,0,0,Raimond van der Gouw,0,180,0,1996-1997,0,0
33188,0.21,0.14,2,0.21,0,Robin van der Laan,0.14,1286,1,1996-1997,2,3
33189,0.25,0.22,7,0.25,0,Roberto Di Matteo,0.22,2900,1,1996-1997,7,8
33190,0.13,0.19,6,0.29,5,Julian Dicks,0.03,2790,3,1996-1997,1,4
33191,0.23,0.07,2,0.23,0,Lee Dixon,0.07,2743,5,1996-1997,2,7
33192,0.05,0.05,1,0.05,0,Jason Dodd,0.05,1915,0,1996-1997,1,1
33193,0.78,0.78,2,0.78,0,O'Neill Donaldson,0.78,232,0,1996-1997,2,2
33194,0.26,0.17,2,0.26,0,Giorgos Donis,0.17,1030,1,1996-1997,2,3
33195,0,0,0,0,0,Tony Dorigo,0,1386,0,1996-1997,0,0
33196,0.16,0,0,0.16,0,Iain Dowie,0,1731,3,1996-1997,0,3
33197,0.26,0.18,2,0.26,0,Jason Dozzell,0.18,1022,1,1996-1997,2,3
33198,0.12,0,0,0.12,0,Mark Draper,0,2329,3,1996-1997,0,3
33199,0.11,0.04,1,0.11,0,Richard Dryden,0.04,2422,2,1996-1997,1,3
33200,0.14,0.07,1,0.14,0,Michael Duberry,0.07,1246,1,1996-1997,1,2
33201,0.58,0.45,14,0.58,0,Dion Dublin,0.45,2817,4,1996-1997,14,18
33202,0,0,0,0,0,Andy Ducros,0,44,0,1996-1997,0,0
33203,0,0,0,0,0,Richard Dunne,0,542,0,1996-1997,0,0
33204,0.42,0.22,7,0.42,0,Robbie Earle,0.22,2813,6,1996-1997,7,13
33205,0,0,0,0,0,John Ebbrell,0,574,0,1996-1997,0,0
33206,0,0,0,0,0,Justin Edinburgh,0,1935,0,1996-1997,0,0
33207,0.13,0.08,3,0.13,0,Ugo Ehiogu,0.08,3420,2,1996-1997,3,5
33208,0.54,0.43,11,0.54,0,Efan Ekoku,0.43,2318,3,1996-1997,11,14
33209,0.37,0.25,4,0.37,0,Matt Elliott,0.25,1440,2,1996-1997,4,6
33210,0.31,0.24,7,0.31,0,Robbie Elliott,0.24,2599,2,1996-1997,7,9
33211,0.29,0.13,4,0.32,1,Emerson,0.1,2793,6,1996-1997,3,9
33212,0.4,0.4,2,0.4,0,Jason Euell,0.4,455,0,1996-1997,2,2
33213,0.5,0.4,4,0.5,0,Mickey Evans,0.4,892,1,1996-1997,4,5
33214,0,0,0,0,0,Peter Fear,0,1040,0,1996-1997,0,0
33215,0.46,0.15,1,0.46,0,Graham Fenton,0.15,584,2,1996-1997,1,3
33216,0.78,0.57,16,0.78,0,Les Ferdinand,0.57,2525,6,1996-1997,16,22
33217,0.26,0.18,2,0.26,0,Rio Ferdinand,0.18,1026,1,1996-1997,2,3
33218,0.47,0.31,10,0.47,0,Duncan Ferguson,0.31,2872,5,1996-1997,10,15
33219,0.15,0.08,1,0.15,0,Gianluca Festa,0.08,1170,1,1996-1997,1,2
33220,0,0,0,0,0,Alan Fettis,0,360,0,1996-1997,0,0
33221,0.03,0,0,0.03,0,Curtis Fleming,0,2700,1,1996-1997,0,1
33222,0.12,0.12,3,0.12,0,Garry Flitcroft,0.12,2265,0,1996-1997,3,3
33223,0,0,0,0,0,Tim Flowers,0,3240,0,1996-1997,0,0
33224,0.18,0.09,1,0.18,0,Sean Flynn,0.09,985,1,1996-1997,1,2
33225,0.07,0.07,1,0.07,0,Mark Ford,0.07,1251,0,1996-1997,1,1
33226,0.64,0.58,18,0.7,2,Robbie Fowler,0.51,2810,4,1996-1997,16,20
33227,0.2,0.05,1,0.2,0,Ruel Fox,0.05,1796,3,1996-1997,1,4
33228,0.17,0,0,0.17,0,Paulo Futre,0,544,1,1996-1997,0,1
33229,0,0,0,0,0,Marco Gabbiadini,0,618,0,1996-1997,0,0
33230,0.41,0.31,10,0.41,0,Kevin Gallacher,0.31,2886,3,1996-1997,10,13
33231,0.15,0,0,0.15,0,Rémi Garde,0,587,1,1996-1997,0,1
33232,0.37,0.25,8,0.37,0,Marcus Gayle,0.25,2931,4,1996-1997,8,12
33233,0.1,0,0,0.1,0,Scot Gemmill,0,1781,2,1996-1997,0,2
33234,0,0,0,0,0,Paul Gerrard,0,425,0,1996-1997,0,0
33235,0.38,0.13,3,0.38,0,Ryan Giggs,0.13,2140,6,1996-1997,3,9
33236,0.12,0.04,1,0.12,0,Keith Gillespie,0.04,2162,2,1996-1997,1,3
33237,0.26,0.05,1,0.26,0,David Ginola,0.05,1723,4,1996-1997,1,5
33238,0,0,0,0,0,Shay Given,0,180,0,1996-1997,0,0
33239,0.21,0.04,1,0.21,0,Ulrich van Gobbel,0.04,2102,4,1996-1997,1,5
33240,0.17,0.17,1,0.17,0,Jon Goodman,0.17,517,0,1996-1997,1,1
33241,0,0,0,0,0,Tony Grant,0,1067,0,1996-1997,0,0
33242,0,0,0,0,0,Danny Granville,0,321,0,1996-1997,0,0
33243,0.56,0,0,0.56,0,Andy Gray,0,161,1,1996-1997,0,1
33244,0.23,0.1,3,0.23,0,Michael Gray,0.1,2710,4,1996-1997,3,7
33245,0.06,0,0,0.06,0,Simon Grayson,0,3185,2,1996-1997,0,2
33246,0,0,0,0,0,Frode Grodås,0,1890,0,1996-1997,0,0
33247,0.13,0.13,1,0.13,0,Ruud Gullit,0.13,680,0,1996-1997,1,1
33248,0.85,0.73,18,0.85,0,Ole Gunnar Solskjær,0.73,2211,3,1996-1997,18,21
33249,0.08,0,0,0.08,0,Steve Guppy,0,1088,1,1996-1997,0,1
33250,0.22,0.19,6,0.22,0,Alf-Inge Håland,0.19,2844,1,1996-1997,6,7
